_id,School_Number,School_Name,Street,Suburb,Post_Code,Type_of_Schooling,Year_Levels,Sector,Latitude,Longitude
691,6662,Risdon Park South Kindergarten,10 Hannan Street,Port Pirie,5540,Preschools,,Private,-33.20702,137.996226
692,1427,Riverdale Primary School,15 de Mille Street,Salisbury Downs,5108,Primary Education,Reception to Year 7,Private,-34.766448,138.613754
693,962,Riverland Special School,12a Stadium Drive,Berri,5343,Special Education,Reception to Year 12,Private,-34.279428,140.61035
694,795,Riverton and District High School,Oxford Terrace,Riverton,5412,Secondary Education,Years 8-12,Public,-34.156173,138.749643
695,6669,Riverton Kindergarten,5 Gilbert Street,Riverton,5412,Preschools,,Public,-34.158512,138.746487
696,383,Riverton Primary School,21 Swinden Street,Riverton,5412,Primary Education,Reception to Year 7,Private,-34.15606,138.744199
697,2625,Riverview Preschool Centre,44-48 Riverview Drive,Salisbury Downs,5108,Preschools,,Private,-34.767593,138.614058
698,384,Robe Primary School,Union Street,Robe,5276,Primary Education,Reception to Year 7,Private,-37.163742,139.761639
699,6543,Robe Soldiers Memorial Kindergarten,Victoria Street,Robe,5276,Preschools,,Private,-37.164812,139.761597
700,385,Robertstown Primary School,Corey Street,Robertstown,5381,Primary Education,Reception to Year 7,Private,-33.989691,139.084056
701,1902,Roma Mitchell Secondary College,"Sports Park, Briens Road",Gepps Cross,5094,Secondary Education,Years 8-12,Public,-34.843058,138.618235
702,4649,Rose Park Preschool,70A Hewitt Avenue,Rose Park,5067,Preschools,,Public,-34.928884,138.630133
703,169,Rose Park Primary School,54 Alexandra Avenue,Rose Park,5067,Primary Education,Reception to Year 7,Private,-34.93161,138.628893
704,387,Roseworthy Primary School,Gartrell Street,Roseworthy,5371,Primary Education,Reception to Year 7,Private,-34.53392,138.748218
705,4650,Rostrevor Kindergarten,61 Maple Avenue,Rostrevor,5073,Preschools,,Private,-34.894883,138.684961
706,1817,Roxby Downs Area School,7 Richardson Place,Roxby Downs,5725,Primary/Secondary Combined,Reception to Year 12,Public,-30.560299,136.897084
707,6646,Roxby Downs Children's Centre,Richardson Place,Roxby Downs,5725,Integrated Centres,,Public,-30.56107,136.896683
708,1014,SA School for Vision Impaired,1B Duncan Avenue,Park Holme,5043,Special Education,Reception to Year 7,Public,-34.991009,138.5549
709,6672,Saddleworth Early Learning Centre,7 Saddle Road,Saddleworth,5413,Preschools,,Private,-34.084411,138.784802
710,389,Saddleworth Primary School,7 Saddle Road,Saddleworth,5413,Primary Education,Reception to Year 7,Public,-34.084411,138.784802
711,2639,Salisbury Downs Preschool Centre,12 Donegal Street,Salisbury Downs,5108,Preschools,,Public,-34.776852,138.624938
712,1194,Salisbury Downs Primary School,39 Paramount Road,Salisbury Downs,5108,Primary Education,Reception to Year 7,Public,-34.771193,138.622667
713,1011,Salisbury East High School,32-58 Smith Road,Salisbury East,5109,Secondary Education,Years 8-12,Public,-34.775903,138.667185
714,2670,Salisbury Heights Preschool,5-9 Stanford Road,Salisbury Heights,5109,Preschools,,Private,-34.76808,138.67826
715,1177,Salisbury Heights Primary School,9 Ward Street,Salisbury Heights,5109,Primary Education,Reception to Year 7,Private,-34.758984,138.678709
716,892,Salisbury High School,14 Farley Grove,Salisbury North,5108,Secondary Education,Years 8-12,Private,-34.755983,138.640772
717,2667,Salisbury Kindergarten,12 Ann Street,Salisbury,5108,Preschools,,Public,-34.763161,138.648715
718,664,Salisbury North R-7 School,38 Bagster Road,Salisbury North,5108,Primary Education,Reception to Year 7,Public,-34.753217,138.63533
719,2668,Salisbury Park Kindergarten,5 Wildwood Drive,Salisbury Park,5109,Preschools,,Public,-34.760632,138.670505
720,1140,Salisbury Park Primary School,66 Goddard Drive,Salisbury Park,5109,Primary Education,Reception to Year 7,Private,-34.759701,138.668718
721,1041,Salisbury Primary School,10 Compuda Street,Salisbury,5108,Primary Education,Reception to Year 7,Public,-34.766984,138.647399
722,395,Sandy Creek Primary School,Davies Road,Cockatoo Valley,5351,Primary Education,Reception to Year 7,Private,-34.610068,138.829663
723,396,Scott Creek Primary School,519 Scott Creek Road,Scott Creek,5153,Primary Education,Reception to Year 7,Private,-35.056668,138.706377
724,5670,Seacliff Community Kindergarten,47 Kauri Parade,Seacliff,5049,Preschools,,Private,-35.034383,138.521783
725,913,Seacliff Primary School,Barwell Avenue,Seacliff,5049,Primary Education,Reception to Year 7,Private,-35.037444,138.523767
726,3618,Seaford Rise Kindergarten,178 Grand Boulevard,Seaford Rise,5169,Preschools,,Public,-35.200061,138.487112
727,1855,Seaford Rise Primary School,Grand Boulevard,Seaford Rise,5169,Primary Education,Reception to Year 7,Public,-35.199278,138.487571
728,641,Seaford Secondary College,Lynton Terrace,Seaford,5169,Primary/Secondary Combined,Years 7-12,Public,-35.187173,138.482221
729,5657,Seaton Children's Centre,54 Squires Avenue,Seaton,5023,Integrated Centres,,Private,-34.895906,138.519644
730,941,Seaton High School,Glenburnie Street,Seaton,5023,Secondary Education,Years 8-12,Public,-34.886112,138.505556
731,397,Seaton Park Primary School,80 Balcombe Avenue,Seaton,5023,Primary Education,Reception to Year 7,Public,-34.895535,138.519943
732,3684,Seaview Downs Kindergarten,5A Hume Street,Seaview Downs,5049,Preschools,,Private,-35.031413,138.535099
733,984,Seaview Downs Primary School,26-44 Ross Street,Seaview Downs,5049,Primary Education,Reception to Year 7,Public,-35.041379,138.536114
734,893,Seaview High School,78-124 Seacombe Road,Seacombe Heights,5047,Secondary Education,Years 8-12,Public,-35.030039,138.547313
735,2693,Settlers Farm Campus Kindergarten,2 Du Villars Street,Paralowie,5108,Preschools,,Private,-34.757575,138.59642
736,1851,Settlers Farm Campus R-7,23 Barassi Street,Paralowie,5108,Primary Education,Reception to Year 7,Public,-34.756588,138.595761
737,1537,Sheidow Park Primary School,21-43 Adams Road,Sheidow Park,5158,Primary Education,Reception to Year 7,Public,-35.071074,138.533052
738,2672,Sir Thomas Playford Kindergarten,Chivell Street,Elizabeth South,5112,Preschools,,Public,-34.730502,138.661118
739,2673,Smithfield Plains Kindergarten,17 Bald Street,Smithfield Plains,5114,Preschools,,Private,-34.675863,138.6786
740,742,Snowtown Primary School,31 Glen Davidson Drive,Snowtown,5520,Primary Education,Reception to Year 7,Private,-33.783548,138.221653
741,6684,Snowtown School Based Preschool,19 Glen Davidson Drive,Snowtown,5520,Preschools,,Public,-33.783758,138.220017
742,6666,Solomontown Kindergarten,1 Prince Street,Port Pirie,5540,Preschools,,Public,-33.188269,138.018776
743,406,Solomontown Primary School,79 Three Chain Road,Port Pirie,5540,Primary Education,Reception to Year 7,Public,-33.18994,138.019589
744,5669,Somerton Park Kindergarten,3 Grantham Road,Somerton Park,5044,Preschools,,Public,-35.001779,138.520893
745,1038,South Downs Primary School,Mavros Road,Elizabeth Downs,5113,Primary Education,Reception to Year 7,Public,-34.706102,138.685487
746,3683,South Port Kindergarten,39 Jane Street,Port Noarlunga South,5167,Preschools,,Public,-35.175691,138.472006
747,1207,South Port Primary School,39 Jane Street,Port Noarlunga South,5167,Primary Education,Reception to Year 7,Public,-35.175691,138.472006
748,407,Spalding Primary School,Edgeware Avenue,Spalding,5454,Primary Education,Reception to Year 7,Public,-33.496312,138.611066
749,975,Springbank Secondary College,241-277 Daws Road,Pasadena,5042,Secondary Education,Years 8-12,Public,-34.993333,138.590102
750,408,Springton Primary School,25 Miller Street,Springton,5235,Primary Education,Reception to Year 7,Private,-34.706581,139.088713
751,1620,St Agnes Preschool,250 Smart Road,St Agnes,5097,Preschools,,Public,-34.83106,138.718391
752,1091,St Agnes Primary School,250 Smart Road,St Agnes,5097,Primary Education,Reception to Year 7,Public,-34.83106,138.718391
753,5662,St Helen's Park Kindergarten,Koonga Avenue,Prospect,5082,Preschools,,Private,-34.89256,138.596401
754,4687,St James' Park Kindergarten,19 Strathcona Avenue,Panorama,5041,Preschools,,Public,-34.993323,138.601486
755,391,St Leonards Primary School,Jervois Street,Glenelg North,5045,Primary Education,Reception to Year 7,Public,-34.972261,138.519785
756,5663,St Philip's Preschool Kindergarten,14 Iona Street,Broadview,5083,Preschools,,Private,-34.878996,138.613625
757,411,Stansbury Primary School,North Terrace,Stansbury,5582,Primary Education,Reception to Year 7,Public,-34.907642,137.794689
758,4661,Stirling District Kindergarten,11 Avenue Road,Stirling,5152,Preschools,,Private,-35.004376,138.714699
759,4667,Stirling East Kindergarten,9 Snows Road,Stirling,5152,Preschools,,Public,-35.007141,138.727982
760,413,Stirling East Primary School,51 Braeside Road,Stirling,5152,Primary Education,Reception to Year 7,Public,-35.002222,138.734746
761,6667,Stirling North Childhood Services Ct,Beckman Street,Stirling North,5710,Preschools,,Public,-32.513732,137.837712
762,1481,Stirling North Primary School,Beckman Street,Stirling North,5710,Primary Education,Reception to Year 7,Public,-32.513732,137.837712
763,923,Stradbroke School,73 Koonga Avenue,Rostrevor,5073,Primary Education,Reception to Year 7,Public,-34.89348,138.684457
764,3688,Strathalbyn Kindergarten,9 Coronation Road,Strathalbyn,5255,Preschools,,Private,-35.260905,138.887347
765,745,Streaky Bay Area School,109 Wells Street,Streaky Bay,5680,Primary/Secondary Combined,Reception to Year 12,Public,-32.798217,134.201213
766,6668,Streaky Bay Children's Centre,Montgomerie Terrace,Streaky Bay,5680,Preschools,,Public,-32.797928,134.213392
767,1195,Stuart High School,Bastyan Crescent,Whyalla Stuart,5608,Secondary Education,Years 8-10,Private,-33.015064,137.517105
768,4161,Sturt Street Children's Centre,221-239 Sturt Street,Adelaide,5000,Integrated Centres,,Public,-34.933817,138.590211
769,1881,Sturt Street Community School,221-239 Sturt Street,Adelaide,5000,Primary Education,Reception to Year 7,Public,-34.933817,138.590211
770,4663,Surrey Downs Kindergarten,78 Illyarrie Avenue,Surrey Downs,5126,Preschools,,Private,-34.80165,138.71082
771,1100,Surrey Downs R-7 School,16-24 Vine Street,Surrey Downs,5126,Primary Education,Reception to Year 7,Private,-34.800032,138.711462
772,422,Suttontown Primary School,Pine Hall Avenue,Suttontown,5291,Primary Education,Reception to Year 7,Public,-37.797141,140.76955
773,1574,Swallowcliffe Preschool,cnr Oldford St & Swallowcliffe Rd,Davoren Park,5113,Preschools,,Private,-34.696782,138.664155
774,1062,Swallowcliffe School P-7,cnr Oldford St & Swallowcliffe Rd,Davoren Park,5113,Primary Education,Reception to Year 7,Public,-34.696782,138.664155
775,6552,Swan Reach and Area Kindergarten,Showground Road,Swan Reach,5354,Preschools,,Private,-34.57154,139.60235
776,423,Swan Reach Area School,Showground Road,Swan Reach,5354,Primary/Secondary Combined,Reception to Year 12,Public,-34.571572,139.604009
777,5987,Taikurrendi Children and Family Cent,8 Price Street,Christies Beach,5165,Integrated Centres,,Public,-35.137306,138.479923
778,6554,Tailem Bend Kindergarten,49 Trevena Road,Tailem Bend,5260,Preschools,,Public,-35.252383,139.456733
779,424,Tailem Bend Primary School,1 Murray Street,Tailem Bend,5260,Primary Education,Reception to Year 7,Private,-35.259104,139.457249
780,2675,Tanunda Kindergarten Association,MacDonnell Street,Tanunda,5352,Preschools,,Public,-34.525203,138.960786
781,427,Tanunda Primary School,Research Road,Tanunda,5352,Primary Education,Reception to Year 7,Private,-34.516742,138.982066
782,430,Tarlee Primary School,38-42 Craig Street,Tarlee,5411,Primary Education,Reception to Year 7,Private,-34.269925,138.772668
783,432,Tea Tree Gully Primary School,11/13 Neale Street,Tea Tree Gully,5091,Primary Education,Reception to Year 7,Public,-34.822942,138.727177
784,1417,The Briars Preschool,5 Briar Road,Felixstow,5070,Preschools,,Public,-34.892508,138.644305
785,844,The Grove Education Centre,39 Leslie Street West,Woodville,5011,Special Education,Reception to Year 12,Private,-34.873425,138.544354
786,1600,The Heights Preschool,Brunel Drive,Modbury Heights,5092,Preschools,,Private,-34.811143,138.682725
787,1430,The Heights School,Brunel Drive,Modbury Heights,5092,Primary/Secondary Combined,Reception to Year 12,Private,-34.811143,138.682725
788,4689,The Lady George Kindergarten,27A Highgate Street,Highgate,5063,Preschools,,Public,-34.961019,138.621531
789,1789,The Pines Child Parent Centre,42 Andrew Smith Drive,Parafield Gardens,5107,Preschools,,Private,-34.77288,138.607741
790,1777,The Pines School,42 Andrew Smith Drive,Parafield Gardens,5107,Primary Education,Reception to Year 7,Private,-34.77288,138.607741
791,4675,The Willows Children's Centre,1 Charles Street,Mount Barker,5251,Integrated Centres,,Private,-35.080397,138.858733
792,810,Thebarton Senior College,Ashley Street,Torrensville,5031,Secondary Education,Years 11-12,Public,-34.917275,138.562772
793,1664,Thiele Primary School,2 Campus Drive,Aberfoyle Park,5159,Primary Education,Reception to Year 7,Private,-35.067805,138.594104
794,4670,Thorndon Park Kindergarten,13 Nestor Street,Athelstone,5076,Preschools,,Public,-34.885281,138.696192
795,1154,Thorndon Park Primary School,71 Stradbroke Road,Athelstone,5076,Primary Education,Reception to Year 7,Public,-34.884079,138.693612
796,438,Tintinara Area School,37 Wendt Terrace,Tintinara,5266,Primary/Secondary Combined,Reception to Year 12,Private,-35.882787,140.061691
797,1624,Tintinara Preschool,37 Wendt Terrace,Tintinara,5266,Preschools,,Public,-35.882787,140.061691
798,6551,Tinyeri Children's Centre,65 Jarvis Avenue,Murray Bridge,5253,Integrated Centres,,Public,-35.13197,139.28309
799,4619,Torrens Valley Children's Centre,John Fisher Avenue,Gumeracha,5233,Integrated Centres,,Private,-34.823745,138.885704
800,5618,Torrensville Preschool Centre,93A Ashley Street,Torrensville,5031,Preschools,,Private,-34.918993,138.556262
801,1285,Torrensville Primary School,Hayward Avenue,Torrensville,5031,Primary Education,Reception to Year 7,Private,-34.919368,138.556719
802,1625,Trinity Gardens Children's Centre,160 Portrush Road,Trinity Gardens,5068,Integrated Centres,,Private,-34.908388,138.641387
803,474,Trinity Gardens School,160 Portrush Road,Trinity Gardens,5068,Primary Education,Reception to Year 7,Private,-34.908388,138.641387
804,3686,Trott Park Kindergarten,8 Hessing Crescent,Trott Park,5158,Preschools,,Public,-35.070451,138.538428
805,442,Truro Primary School,1 Burr Street,Truro,5356,Primary Education,Reception to Year 7,Public,-34.41121,139.126378
806,743,Tumby Bay Area School,West Terrace,Tumby Bay,5605,Primary/Secondary Combined,Reception to Year 12,Private,-34.37575,136.099182
807,6670,Tumby Bay Kindergarten,3 Freeman Street,Tumby Bay,5605,Preschools,,Private,-34.371574,136.100546
808,2676,Two Wells Community Children's Ctr,27A Gawler Road,Two Wells,5501,Integrated Centres,,Private,-34.59166,138.51856
809,444,Two Wells Primary School,Gawler Road,Two Wells,5501,Primary Education,Reception to Year 7,Public,-34.591316,138.516996
810,965,Underdale High School,19 Garden Terrace,Underdale,5032,Secondary Education,Years 8-12,Private,-34.918948,138.544174
811,446,Ungarra Primary School,Ashman Terrace,Ungarra,5607,Primary Education,Reception to Year 7,Private,-34.180902,136.046934
812,797,Unley High School,Kitchener Street,Netherby,5062,Secondary Education,Years 8-12,Private,-34.970162,138.620336
813,4691,Unley Kindergarten,47 Oxford Terrace,Unley,5061,Preschools,,Private,-34.950876,138.609299
814,447,Unley Primary School,222 Wattle Street,Unley,5061,Primary Education,Reception to Year 7,Private,-34.954404,138.608609
815,448,Upper Sturt Primary School,118 Upper Sturt Road,Upper Sturt,5156,Primary Education,Reception to Year 7,Public,-35.018986,138.683375
816,4614,Uraidla & Hills Community Kindergart,Swamp Road,Uraidla,5142,Preschools,,Private,-34.959029,138.743391
817,449,Uraidla Primary School,17 Kidney Street,Uraidla,5142,Primary Education,Reception to Year 7,Private,-34.959029,138.743391
818,798,Urrbrae Agricultural High School,505 Fullarton Road,Netherby,5062,Secondary Education,Years 8-12,Private,-34.966911,138.62526
819,4672,Vale Park Pre-school,Cnr Ascot Ave & Tonkin St,Vale Park,5081,Preschools,,Private,-34.885537,138.62555
820,967,Vale Park Primary School,40-56 Ascot Avenue,Vale Park,5081,Primary Education,Reception to Year 7,Public,-34.885256,138.626323
821,2677,Valley View Kindergarten,Geoffrey Avenue,Valley View,5093,Preschools,,Private,-34.842838,138.65415
822,1184,Valley View Secondary School,240 Wright Road,Para Vista,5093,Secondary Education,Years 8-12,Private,-34.83428,138.656585
823,3696,Victor Harbor Community Kindergarten,1 Oval Street,Victor Harbor,5211,Preschools,,Public,-35.556976,138.615646
824,799,Victor Harbor High School,3 George Main Road,Victor Harbor,5211,Secondary Education,Years 8-12,Public,-35.556148,138.611226
825,453,Victor Harbor R-7 School,The Parkway,Victor Harbor,5211,Primary Education,Reception to Year 7,Public,-35.541373,138.624567
826,1626,Virginia Preschool,Park Road,Virginia,5120,Preschools,,Private,-34.664655,138.555957
827,455,Virginia Primary School,Park Road,Virginia,5120,Primary Education,Reception to Year 7,Private,-34.664655,138.555957
828,6548,Waikerie Children's Centre Inc,16 Marks Terrace,Waikerie,5330,Integrated Centres,,Private,-34.17808,139.97886
829,800,Waikerie High School,24 Blake Road,Waikerie,5330,Secondary Education,Years 8-12,Public,-34.184679,139.974643
830,456,Waikerie Primary School,23 Coombe Terrace,Waikerie,5330,Primary Education,Reception to Year 7,Public,-34.181117,139.981115
831,457,Walkerville Primary School,159 Stephen Terrace,Walkerville,5081,Primary Education,Reception to Year 7,Public,-34.895194,138.613241
832,460,Wallaroo Mines Primary School,Lipson Avenue,Kadina,5554,Primary Education,Reception to Year 7,Public,-33.965894,137.69872
833,6640,Wallaroo Preschool Centre,11 Elizabeth Street,Wallaroo,5556,Preschools,,Public,-33.930333,137.628756
834,459,Wallaroo Primary School,Hughes Street,Wallaroo,5556,Primary Education,Reception to Year 7,Public,-33.932746,137.624271
835,1621,Wandana Child Parent Centre,2-12 Cowra Avenue,Gilles Plains,5086,Preschools,,Public,-34.849122,138.661511
836,994,Wandana Primary School,2-12 Cowra Avenue,Gilles Plains,5086,Primary Education,Reception to Year 7,Public,-34.849122,138.661511
837,1787,Warooka Child Parent Centre,47 Main Street,Warooka,5577,Preschools,,Private,-34.990564,137.39902
838,467,Warooka Primary School,47 Main Street,Warooka,5577,Primary Education,Reception to Year 7,Public,-34.990564,137.39902
839,3698,Warradale Kindergarten,Cnr Cairns Ave & Wyndham St,Warradale,5046,Preschools,,Public,-35.016098,138.537378
840,933,Warradale Primary School,Keynes Avenue,Warradale,5046,Primary Education,Reception to Year 7,Private,-35.003708,138.537005
841,1364,Warriappendi School,1 John Street,Marleston,5033,Secondary Education,Years 8-12,Private,-34.942677,138.570592
842,469,Wasleys Primary School,Annie Terrace,Wasleys,5400,Primary Education,Reception to Year 7,Public,-34.471456,138.680418
843,1717,Watarru Anangu School,NULL,Pipalyatjara,872,Aboriginal/Anangu Schools,Reception to Year 12,Public,-26.162549,129.172118
844,470,Watervale Primary School,27 Main North Road,Watervale,5452,Primary Education,Reception to Year 7,Private,-33.960982,138.644648
845,4610,Wattle Park Kindergarten,2a Yeltana Avenue,Wattle Park,5066,Preschools,,Private,-34.92521,138.67555
846,5652,West Beach Kindergarten,13 Winston Crescent,West Beach,5024,Preschools,,Public,-34.937695,138.504954
847,1004,West Beach Primary School,3 Woodhead Street,West Beach,5024,Primary Education,Reception to Year 7,Private,-34.937821,138.508809
848,5653,West Lakes Kgtn & Early Chld Ctr,294 Sportsmans Drive,West Lakes,5021,Preschools,,Public,-34.89346,138.49167
849,5654,West Lakes Shore Kindergarten,Edwin Street,West Lakes Shore,5020,Preschools,,Private,-34.863454,138.481808
850,1246,West Lakes Shore School R-7,Edwin Street,West Lakes Shore,5020,Primary Education,Reception to Year 7,Private,-34.863454,138.481808
851,475,Westbourne Park Primary School,2 Marlborough Road,Westbourne Park,5041,Primary Education,Reception to Year 7,Private,-34.969224,138.591941
852,1619,Westport Preschool,53 West Street,Semaphore Park,5019,Preschools,,Public,-34.855007,138.491158
853,1203,Westport Primary School,53 West Street,Semaphore Park,5019,Primary Education,Reception to Year 7,Private,-34.855007,138.491158
854,822,Whyalla High School,Broadbent Terrace,Whyalla,5600,Secondary Education,Years 8-10,Private,-33.038453,137.58087
855,559,Whyalla Special Education Centre,Russell Street,Whyalla Norrie,5608,Special Education,Reception to Year 12,Private,-33.029959,137.548577
856,625,Whyalla Stuart Campus R-7,Bastyan Crescent,Whyalla Stuart,5608,Primary Education,Reception to Year 7,Public,-33.015064,137.517105
857,6628,Whyalla Stuart Early Chlhd Ctr Kgtn,24 Ramsay Street,Whyalla Stuart,5608,Preschools,,Public,-33.027253,137.523721
858,478,Whyalla Town Primary School,3-9 Walls Street,Whyalla,5600,Primary Education,Reception to Year 7,Private,-33.036609,137.585025
859,482,Williamstown Primary School,15 Margaret Street,Williamstown,5351,Primary Education,Reception to Year 7,Private,-34.667865,138.890446
860,1628,Williamstown School-Based Preschool,15 Margaret Street,Williamstown,5351,Preschools,,Private,-34.667865,138.890446
861,6674,Willsden Childhood Services Centre,41 View Street,Port Augusta,5700,Preschools,,Public,-32.508351,137.781485
862,679,Willsden Primary School,Elizabeth Terrace,Port Augusta,5700,Primary Education,Reception to Year 7,Private,-32.506303,137.780351
863,909,Willunga High School,239 Main Road,Willunga,5172,Secondary Education,Years 8-12,Private,-35.263056,138.555471
864,3699,Willunga Preschool,Station Road,Willunga,5172,Preschools,,Public,-35.2691,138.55204
865,744,Willunga Primary School,247 Main Road,Willunga,5172,Primary Education,Reception to Year 7,Private,-35.269384,138.552628
866,6675,Wilmington Preschool,12 Beauval Street,Wilmington,5485,Preschools,,Private,-32.651173,138.101868
867,483,Wilmington Primary School,12 Beauval Street,Wilmington,5485,Primary Education,Reception to Year 7,Public,-32.651173,138.101868
868,6676,Win Newby Kindergarten,Ring Street,Whyalla Norrie,5608,Preschools,,Public,-33.033601,137.545788
869,638,Wirreanda Secondary School,105 Richards Drive,Morphett Vale,5162,Secondary Education,Years 7-12,Public,-35.127607,138.533815
870,3625,Woodcroft Heights Children's Centre,25 Investigator Drive,Woodcroft,5162,Integrated Centres,,Public,-35.106587,138.556962
871,1776,Woodcroft Primary School,1-23 Investigator Drive,Woodcroft,5162,Primary Education,Reception to Year 7,Private,-35.10505,138.556331
872,3689,Woodend Children's Centre,20 Bathbank Crescent,Sheidow Park,5158,Preschools,,Private,-35.080114,138.53526
873,1056,Woodend Primary School,Edward Beck Drive,Sheidow Park,5158,Primary Education,Reception to Year 7,Private,-35.079379,138.533847
874,4676,Woodside Preschool Playcentre,12 Moffett Street,Woodside,5244,Preschools,,Private,-34.952743,138.87732
875,495,Woodside Primary School,23 Moffett Street,Woodside,5244,Primary Education,Reception to Year 7,Public,-34.952342,138.879672
876,1904,Woodville Gardens School B-7,Ridley Grove,Woodville Gardens,5012,Primary Education,Reception to Year 7,Public,-34.863319,138.55068
877,1205,Woodville Gardens School B-7 Chn Ctr,Ridley Grove,Woodville Gardens,5012,Integrated Centres,,Private,-34.863319,138.55068
878,801,Woodville High School,11 Actil Avenue,St Clair,5011,Secondary Education,Years 8-12,Public,-34.872943,138.540808
879,497,Woodville Primary School,Evans Street,Woodville South,5011,Primary Education,Reception to Year 7,Private,-34.880569,138.532716
880,746,Woomera Area School,Dewrang Avenue,Woomera,5720,Primary/Secondary Combined,Reception to Year 12,Public,-31.197164,136.825489
881,765,Wudinna Area School,Medley Terrace,Wudinna,5652,Primary/Secondary Combined,Reception to Year 12,Private,-33.044622,135.462876
882,6680,Wudinna RSL Memorial Kindergarten,Oswald Street,Wudinna,5652,Preschools,,Public,-33.043444,135.462099
883,4680,Wynn Vale Community House Kgtn,32 Park Lake Drive,Wynn Vale,5127,Preschools,,Private,-34.800995,138.700407
884,1839,Wynn Vale Preschool,17-19 Sunnybrook Drive,Wynn Vale,5127,Preschools,,Public,-34.800674,138.687256
885,533,Wynn Vale R-7 School,17-19 Sunnybrook Drive,Wynn Vale,5127,Primary Education,Reception to Year 7,Private,-34.800674,138.687256
886,501,Yahl Primary School,10 Lange Road,Yahl,5291,Primary Education,Reception to Year 7,Public,-37.879293,140.832014
887,999,Yalata Anangu School,NULL,Yalata,5690,Aboriginal/Anangu Schools,Reception to Year 12,Public,-31.480012,131.843548
888,1629,Yalata Child Parent Centre,NULL,Yalata,5690,Preschools,,Public,-31.480012,131.843548
889,766,Yankalilla Area School,207 Main South Road,Yankalilla,5203,Primary/Secondary Combined,Reception to Year 12,Private,-35.4533,138.333092
890,3627,Yankalilla Community Children's Ctr,208-210 Main South Road,Yankalilla,5203,Integrated Centres,,Public,-35.453957,138.332073
891,767,Yorketown Area School,Stansbury Road,Yorketown,5576,Primary/Secondary Combined,Reception to Year 12,Private,-35.015376,137.615442
892,6647,Yorketown Community Children's Ctr,27A Stansbury Road,Yorketown,5576,Preschools,,Private,-35.01821,137.607626
893,195,Youth Education Centre,26-56 Goldsborough Road,Cavan,5094,Secondary Education,Years 5-12,Private,-34.828265,138.60253
